"","MDCCode","DRGCode","DRGName","PDX","PPROC","age","ADX","LOS","CC","statusOut","APROC","bornWt"
"599","MDCO","OB25","剖宫产，不伴合并症与伴随病                                    ","(O71.401|O69.802|O66.306|O69.207|O61.901|O71.703|O66.901|O68.102|O62.403|O73.102|O69.204|O65.301|O68.004|O62.203|O64.802|O71.701|O60.102|O65.803|O68.301|O65.401|O62.204|O31.201|O70.302|O15.101|O69.501|O63.003|O70.901|O31.002|O68.101|O67.003|O67.002|O74.901|O66.303|O69.801|O65.101|O64.002|O65.804|O65.802|O70.004|O72.102|O63.001|O75.403|O66.304|O65.801|O66.001|O72.101|O66.501|O72.001|O63.004|O42.111|O65.501|O66.201|O70.104|O62.406|O75.201|O62.301|O68.001|O64.003|O75.401|O63.901|O68.901|O70.101|O70.103|O71.501|O71.603|O71.001|O74.001|O62.405|O68.302|O75.101|O70.007|O64.201|O71.101|O64.804|O71.901|O62.201|O42.001|O71.702|O66.305|O70.102|O75.402|O68.201|O70.005|O65.901|O65.902|O71.102|O69.503|O64.801|O62.001|O73.101|O69.504|O73.002|O60.201|O70.202|O66.401|O70.301|O61.102|O68.902|O75.804|O71.802|O69.003|O41.104|O60.301|O69.201|O71.601|O73.004|O72.002|O69.208|O69.101|O61.001|O68.003|O64.502|O71.503|O74.002|O62.402|O64.004|O67.001|O41.103|O66.302|O75.901|O62.901|O66.307|O66.101|O72.003|O70.201|O15.102|O65.805|O69.209|O75.302|O69.502|O70.001|O69.206|O64.803|O69.901|O75.301|O41.101|O69.301|O70.203|O73.003|O64.401|O71.502|O74.202|O69.205|O71.801|O64.202|O26.501|O64.101|O71.301|O41.102|O69.202|O68.002|O63.101|O62.102|O75.001|O64.001|O63.902|O75.803|O65.001|O65.402|O69.210|O68.202|O67.902|O75.802|O73.001|O62.202|O69.002|O67.901|O63.002|O31.001|O62.404|O65.201|O70.002|O69.001|O69.203|O67.004|O64.301|O63.102|O14.001|O62.401|O70.303|O74.201|O75.801|O70.006|O70.003|O61.002|O71.602|O61.101|O66.301)","(74.1003|74.4003|74.2002|74.0001|74.1002|74.1001)","[NULL]","[NULL]","[NULL]","(noCC)","[NULL]","[NULL]","[NULL]"
"600","MDCO","OC11","经阴道分娩伴手术，伴重要合并症与伴随病                        ","(O64.002|O80.101|O99.3022|O69.802|O83.001|O66.306|O65.802|O42.901|O61.901|Z37.001|O66.901|Z37.502|O80.901|O98.2021|O65.804|O81.301|Z37.203|O69.207|O70.004|O99.0021|O63.001|O75.403|O99.8022|O66.304|O62.403|O66.001|O65.301|O68.004|O63.004|O42.111|O66.201|O70.104|O98.4021|O82.001|O62.406|O75.201|O62.301|Z37.904|O99.8029|O98.5021|O70.302|O98.1021|O69.501|O63.003|O68.901|O70.101|O82.101|O70.103|O82.201|O67.003|Z37.301|O98.8022|O99.7021|O66.303|O81.501|O68.302|O75.101|O69.208|O69.101|O68.102|O99.1023|O65.801|O69.204|O66.501|O62.203|O64.802|O60.102|O65.803|O81.101|O99.8028|O68.301|O65.401|O62.204|O81.401|O68.001|O99.1022|O99.3021|O64.003|O75.401|O63.901|O83.801|O70.901|O84.901|Z37.201|O98.6021|O68.101|O60.302|Z37.902|O67.002|O83.901|O62.405|O69.801|O65.101|O70.007|O64.201|O61.001|O64.804|O68.003|O80.001|O42.121|O42.001|Z37.601|O84.101|O62.402|O64.004|O67.001|Z37.401|O99.8023|O66.302|O75.901|O62.901|O66.307|O69.503|O70.201|O65.805|O69.209|O60.201|O83.101|O70.001|O84.801|O70.301|O64.803|O61.102|O68.902|O75.804|O69.301|O99.4021|O69.003|O60.301|O69.201|O69.205|O64.202|O67.901|O99.8026|O98.0021|O64.502|O83.201|O62.201|O82.801|O75.701|O98.8021|O66.305|O70.102|O84.001|O75.402|O68.201|O70.005|O65.901|O65.902|O66.101|O64.801|O62.001|O69.504|O75.302|O69.502|O70.202|O66.401|O69.206|O60.101|O81.001|O69.901|O75.301|O83.401|Z37.202|O99.1021|O70.203|O64.401|Z37.102|O82.901|Z37.701|Z37.002|O63.002|O81.201|O71.301|O84.201|O69.202|O68.002|O63.101|Z37.903|O62.102|O67.004|O75.001|Z37.901|O63.102|O99.8024|O62.401|O99.8027|O70.303|O98.3021|O75.801|O70.006|O70.003|O61.002|O62.202|O99.8025|O66.301|O64.101|O62.404|O65.201|O70.002|O69.001|O99.6021|O69.203|O99.8021|O83.301|O64.301|O64.001|O63.902|O75.803|O65.001|Z37.501|O65.402|O69.210|O68.202|O67.902|O75.802|Z37.101|O61.101|O69.002)","(38.7003|67.39009|69.49003|75.31001|68.51005|70.71001|70.14004|68.59002|73.91001|70.79008|73.01001|72.52001|70.14012|70.14002|71.79008|70.31001|72.51001|72.39001|71.71002|68.71001|49.46004|67.32003|67.39008|75.99001|68.69002|73.51001|70.12001|71.01002|71.09004|68.51003|70.32002|67.61001|39.98001|48.79003|71.79009|40.24002|67.31001|38.7004|68.51002|68.49001|71.29002|71.79002|72.31001|71.01003|70.79001|70.14008|68.51001|71.24001|68.41002|70.14003|73.6002|40.3004|75.51001|40.3002|73.6001|75.99002|67.33001|68.49006|66.62001|67.3201|68.61002|71.79005|38.7007|68.59001|73.09001|70.29001|68.41001|69.41001|67.2002|72.4001|71.3012|73.3001|75.69001|69.49002|68.49002|70.32001|67.32007|70.14011|72.1002|75.36001|73.1001|67.11001|70.13001|69.49004|54.11001|72.79001|38.7002|75.4001|71.79006|39.98002|67.39014|73.92001|71.79004|38.7001|71.3001|71.71001|70.14001|68.61001|70.23001|68.79003|67.39004|71.24003|67.39011|70.14005|73.94001|71.22002|71.09006|49.46003|70.14013|73.21001|72.54001|72.71001|71.22001|71.09001|68.49004|67.12001|67.32011|69.49005|54.11003|75.69002|72.29001|71.09007|71.79001|67.2001|66.62002|71.23001|70.1401|71.01001|68.49003|70.79003|68.41003|72.21001|72.0001|71.09003|73.1003|40.3001|70.14009|69.49001|71.29001|75.4002|75.69003|68.69001|40.3003|68.51004|75.93001|71.09002|70.14007|75.52001|71.11001|54.21001|67.32009|71.3011|71.3007|75.62001)","[NULL]","[NULL]","[NULL]","(MCC)","[NULL]","[NULL]","[NULL]"
"601","MDCO","OC13","经阴道分娩伴手术，伴合并症与伴随病                            ","(O64.002|O80.101|O99.3022|O69.802|O83.001|O66.306|O65.802|O42.901|O61.901|Z37.001|O66.901|Z37.502|O80.901|O98.2021|O65.804|O81.301|Z37.203|O69.207|O70.004|O99.0021|O63.001|O75.403|O99.8022|O66.304|O62.403|O66.001|O65.301|O68.004|O63.004|O42.111|O66.201|O70.104|O98.4021|O82.001|O62.406|O75.201|O62.301|Z37.904|O99.8029|O98.5021|O70.302|O98.1021|O69.501|O63.003|O68.901|O70.101|O82.101|O70.103|O82.201|O67.003|Z37.301|O98.8022|O99.7021|O66.303|O81.501|O68.302|O75.101|O69.208|O69.101|O68.102|O99.1023|O65.801|O69.204|O66.501|O62.203|O64.802|O60.102|O65.803|O81.101|O99.8028|O68.301|O65.401|O62.204|O81.401|O68.001|O99.1022|O99.3021|O64.003|O75.401|O63.901|O83.801|O70.901|O84.901|Z37.201|O98.6021|O68.101|O60.302|Z37.902|O67.002|O83.901|O62.405|O69.801|O65.101|O70.007|O64.201|O61.001|O64.804|O68.003|O80.001|O42.121|O42.001|Z37.601|O84.101|O62.402|O64.004|O67.001|Z37.401|O99.8023|O66.302|O75.901|O62.901|O66.307|O69.503|O70.201|O65.805|O69.209|O60.201|O83.101|O70.001|O84.801|O70.301|O64.803|O61.102|O68.902|O75.804|O69.301|O99.4021|O69.003|O60.301|O69.201|O69.205|O64.202|O67.901|O99.8026|O98.0021|O64.502|O83.201|O62.201|O82.801|O75.701|O98.8021|O66.305|O70.102|O84.001|O75.402|O68.201|O70.005|O65.901|O65.902|O66.101|O64.801|O62.001|O69.504|O75.302|O69.502|O70.202|O66.401|O69.206|O60.101|O81.001|O69.901|O75.301|O83.401|Z37.202|O99.1021|O70.203|O64.401|Z37.102|O82.901|Z37.701|Z37.002|O63.002|O81.201|O71.301|O84.201|O69.202|O68.002|O63.101|Z37.903|O62.102|O67.004|O75.001|Z37.901|O63.102|O99.8024|O62.401|O99.8027|O70.303|O98.3021|O75.801|O70.006|O70.003|O61.002|O62.202|O99.8025|O66.301|O64.101|O62.404|O65.201|O70.002|O69.001|O99.6021|O69.203|O99.8021|O83.301|O64.301|O64.001|O63.902|O75.803|O65.001|Z37.501|O65.402|O69.210|O68.202|O67.902|O75.802|Z37.101|O61.101|O69.002)","(38.7003|67.39009|69.49003|75.31001|68.51005|70.71001|70.14004|68.59002|73.91001|70.79008|73.01001|72.52001|70.14012|70.14002|71.79008|70.31001|72.51001|72.39001|71.71002|68.71001|49.46004|67.32003|67.39008|75.99001|68.69002|73.51001|70.12001|71.01002|71.09004|68.51003|70.32002|67.61001|39.98001|48.79003|71.79009|40.24002|67.31001|38.7004|68.51002|68.49001|71.29002|71.79002|72.31001|71.01003|70.79001|70.14008|68.51001|71.24001|68.41002|70.14003|73.6002|40.3004|75.51001|40.3002|73.6001|75.99002|67.33001|68.49006|66.62001|67.3201|68.61002|71.79005|38.7007|68.59001|73.09001|70.29001|68.41001|69.41001|67.2002|72.4001|71.3012|73.3001|75.69001|69.49002|68.49002|70.32001|67.32007|70.14011|72.1002|75.36001|73.1001|67.11001|70.13001|69.49004|54.11001|72.79001|38.7002|75.4001|71.79006|39.98002|67.39014|73.92001|71.79004|38.7001|71.3001|71.71001|70.14001|68.61001|70.23001|68.79003|67.39004|71.24003|67.39011|70.14005|73.94001|71.22002|71.09006|49.46003|70.14013|73.21001|72.54001|72.71001|71.22001|71.09001|68.49004|67.12001|67.32011|69.49005|54.11003|75.69002|72.29001|71.09007|71.79001|67.2001|66.62002|71.23001|70.1401|71.01001|68.49003|70.79003|68.41003|72.21001|72.0001|71.09003|73.1003|40.3001|70.14009|69.49001|71.29001|75.4002|75.69003|68.69001|40.3003|68.51004|75.93001|71.09002|70.14007|75.52001|71.11001|54.21001|67.32009|71.3011|71.3007|75.62001)","[NULL]","[NULL]","[NULL]","(CC)","[NULL]","[NULL]","[NULL]"
"602","MDCO","OC15","经阴道分娩伴手术，不伴合并症与伴随病                          ","(O64.002|O80.101|O99.3022|O69.802|O83.001|O66.306|O65.802|O42.901|O61.901|Z37.001|O66.901|Z37.502|O80.901|O98.2021|O65.804|O81.301|Z37.203|O69.207|O70.004|O99.0021|O63.001|O75.403|O99.8022|O66.304|O62.403|O66.001|O65.301|O68.004|O63.004|O42.111|O66.201|O70.104|O98.4021|O82.001|O62.406|O75.201|O62.301|Z37.904|O99.8029|O98.5021|O70.302|O98.1021|O69.501|O63.003|O68.901|O70.101|O82.101|O70.103|O82.201|O67.003|Z37.301|O98.8022|O99.7021|O66.303|O81.501|O68.302|O75.101|O69.208|O69.101|O68.102|O99.1023|O65.801|O69.204|O66.501|O62.203|O64.802|O60.102|O65.803|O81.101|O99.8028|O68.301|O65.401|O62.204|O81.401|O68.001|O99.1022|O99.3021|O64.003|O75.401|O63.901|O83.801|O70.901|O84.901|Z37.201|O98.6021|O68.101|O60.302|Z37.902|O67.002|O83.901|O62.405|O69.801|O65.101|O70.007|O64.201|O61.001|O64.804|O68.003|O80.001|O42.121|O42.001|Z37.601|O84.101|O62.402|O64.004|O67.001|Z37.401|O99.8023|O66.302|O75.901|O62.901|O66.307|O69.503|O70.201|O65.805|O69.209|O60.201|O83.101|O70.001|O84.801|O70.301|O64.803|O61.102|O68.902|O75.804|O69.301|O99.4021|O69.003|O60.301|O69.201|O69.205|O64.202|O67.901|O99.8026|O98.0021|O64.502|O83.201|O62.201|O82.801|O75.701|O98.8021|O66.305|O70.102|O84.001|O75.402|O68.201|O70.005|O65.901|O65.902|O66.101|O64.801|O62.001|O69.504|O75.302|O69.502|O70.202|O66.401|O69.206|O60.101|O81.001|O69.901|O75.301|O83.401|Z37.202|O99.1021|O70.203|O64.401|Z37.102|O82.901|Z37.701|Z37.002|O63.002|O81.201|O71.301|O84.201|O69.202|O68.002|O63.101|Z37.903|O62.102|O67.004|O75.001|Z37.901|O63.102|O99.8024|O62.401|O99.8027|O70.303|O98.3021|O75.801|O70.006|O70.003|O61.002|O62.202|O99.8025|O66.301|O64.101|O62.404|O65.201|O70.002|O69.001|O99.6021|O69.203|O99.8021|O83.301|O64.301|O64.001|O63.902|O75.803|O65.001|Z37.501|O65.402|O69.210|O68.202|O67.902|O75.802|Z37.101|O61.101|O69.002)","(38.7003|67.39009|69.49003|75.31001|68.51005|70.71001|70.14004|68.59002|73.91001|70.79008|73.01001|72.52001|70.14012|70.14002|71.79008|70.31001|72.51001|72.39001|71.71002|68.71001|49.46004|67.32003|67.39008|75.99001|68.69002|73.51001|70.12001|71.01002|71.09004|68.51003|70.32002|67.61001|39.98001|48.79003|71.79009|40.24002|67.31001|38.7004|68.51002|68.49001|71.29002|71.79002|72.31001|71.01003|70.79001|70.14008|68.51001|71.24001|68.41002|70.14003|73.6002|40.3004|75.51001|40.3002|73.6001|75.99002|67.33001|68.49006|66.62001|67.3201|68.61002|71.79005|38.7007|68.59001|73.09001|70.29001|68.41001|69.41001|67.2002|72.4001|71.3012|73.3001|75.69001|69.49002|68.49002|70.32001|67.32007|70.14011|72.1002|75.36001|73.1001|67.11001|70.13001|69.49004|54.11001|72.79001|38.7002|75.4001|71.79006|39.98002|67.39014|73.92001|71.79004|38.7001|71.3001|71.71001|70.14001|68.61001|70.23001|68.79003|67.39004|71.24003|67.39011|70.14005|73.94001|71.22002|71.09006|49.46003|70.14013|73.21001|72.54001|72.71001|71.22001|71.09001|68.49004|67.12001|67.32011|69.49005|54.11003|75.69002|72.29001|71.09007|71.79001|67.2001|66.62002|71.23001|70.1401|71.01001|68.49003|70.79003|68.41003|72.21001|72.0001|71.09003|73.1003|40.3001|70.14009|69.49001|71.29001|75.4002|75.69003|68.69001|40.3003|68.51004|75.93001|71.09002|70.14007|75.52001|71.11001|54.21001|67.32009|71.3011|71.3007|75.62001)","[NULL]","[NULL]","[NULL]","(noCC)","[NULL]","[NULL]","[NULL]"
"603","MDCO","OC29","阴道分娩伴绝育及/或宫颈扩张、刮宫术                           ","(O64.002|O80.101|O99.3022|O69.802|O83.001|O66.306|O65.802|O42.901|O61.901|Z37.001|O66.901|O99.8022|O66.304|O62.403|O66.001|O65.301|O68.004|O63.004|O42.111|O60.102|O65.803|O81.101|O99.8028|O68.301|O65.401|O62.204|O81.401|O68.001|O99.1022|O99.3021|O64.003|O75.401|O63.901|O83.801|O70.901|O84.901|Z37.201|O98.6021|Z37.502|O80.901|O98.2021|O65.804|O81.301|Z37.203|O69.207|O70.004|O99.0021|O63.001|O75.403|O68.102|O99.1023|O65.801|O69.204|O66.501|O62.203|O64.802|O65.501|O66.201|O70.104|O98.4021|O82.001|O62.406|O75.201|O62.301|Z37.904|O99.8029|O98.5021|O70.302|O98.1021|O69.501|O63.003|O68.901|O70.101|O82.101|O70.103|O82.201|O68.101|O60.302|Z37.902|O67.002|O83.901|O62.405|O69.801|O65.101|O70.007|O64.201|O61.001|O98.0021|O64.502|O83.201|O62.201|O82.801|O75.701|O98.8021|O66.305|O70.102|O84.001|O75.402|O68.201|O70.005|O65.901|O65.902|O66.101|O64.801|O62.001|O69.504|O75.302|O69.502|O70.202|O66.401|O69.206|O60.101|O81.001|O69.901|O67.003|Z37.301|O98.8022|O99.7021|O66.303|O81.501|O68.302|O75.101|O69.208|O69.101|O64.804|O68.003|O80.001|O42.121|O42.001|Z37.601|O84.101|O62.402|O64.004|O67.001|Z37.401|O99.8023|O66.302|O75.901|O62.901|O66.307|O69.503|O70.201|O65.805|O69.209|O60.201|O83.101|O70.001|O84.801|O70.301|O64.803|O61.102|O68.902|O75.301|O83.401|Z37.202|O99.1021|O70.203|O64.401|Z37.102|O82.901|Z37.701|Z37.002|O63.002|O64.101|O62.404|O65.201|O70.002|O69.001|O99.6021|O69.203|O99.8021|O83.301|O64.301|O64.001|O63.902|O75.803|O65.001|Z37.501|O65.402|O69.210|O68.202|O67.902|O75.802|Z37.101|O61.101|O69.002|O75.804|O69.301|O99.4021|O69.003|O60.301|O69.201|O69.205|O64.202|O67.901|O99.8026|O81.201|O71.301|O84.201|O69.202|O68.002|O63.101|Z37.903|O62.102|O67.004|O75.001|Z37.901|O63.102|O99.8024|O62.401|O99.8027|O70.303|O98.3021|O75.801|O70.006|O70.003|O61.002|O62.202|O99.8025|O66.301)","(66.52001|66.31001|66.51002|66.69001|66.63001|66.39006|66.39002|66.39001|67.0001|69.59001|66.39005|66.39004|73.1002|69.09003|66.51001|66.32001|69.09002|66.69002|66.39003|66.63002|69.52003|69.02002)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"604","MDCO","OD19","产后/流产后伴除绝育、宫颈扩张和刮宫以外的子宫及附件手术       ","(O90.401|085xx02|O87.101|O72.303|O72.202|O90.201|O72.302|O99.8022|O91.103|O86.103|O87.002|O08.001|O08.005|O99.8028|O72.301|O08.804|O99.8029|O08.810|O90.101|O86.402|O08.403|O87.902|O87.901|O08.102|O99.5021|O08.002|O86.001|O88.301|O08.812|085xx01|O08.009|O08.007|O87.201|O86.202|O88.001|O88.101|O87.302|O08.202|O08.402|O89.002|O72.203|O08.603|O90.802|O90.002|O08.808|O86.002|O86.401|O90.803|O86.101|O08.811|O08.401|O87.801|O08.205|O90.805|O08.201|O08.303|O72.201|O08.304|O87.903|O91.205|O08.006|O08.204|085xx05|085xx04|O90.501|O89.003|O87.802|O86.301|O91.206|O88.302|O08.806|O99.8026|O99.8021|O86.801|O89.004|O08.809|O91.207|O88.201|O90.806|O08.802|O89.101|O90.301|O08.302|O87.001|O08.604|O90.001|O08.602|O08.805|O08.003|O87.301|O08.104|O86.102|O08.008|O88.801|O99.8023|O86.201|O91.208|O08.601|O86.403|O99.508|O90.102|O85xx03|O88.202|O08.004|O71.201|O08.101|O99.6021|O90.801|O89.901|O99.8024|O91.104|O89.001|O15.202|O99.8027|O89.102|O08.206|O08.203|O99.8025|O85xx01)","(67.69001|68.23003|66.4002|69.49003|68.51005|70.91001|68.29037|70.79008|75.99001|68.39002|68.29038|68.29018|70.77001|69.41001|70.32002|68.29011|71.79009|68.29031|69.95001|68.29035|68.51002|68.29036|68.29002|75.94001|69.49004|68.31003|66.4001|68.29048|67.62001|67.39014|71.79004|70.73001|67.69002|68.31004|68.29046|66.92002|70.79003|68.29003|68.41003|68.29029|68.29015|71.79008|68.29005|68.59002|68.29019|71.79005|68.59001|73.93001|70.33001|75.8001|68.41001|68.51003|67.61001|68.29017|66.92004|69.49002|68.49002|70.32001|68.49001|68.29039|71.79002|70.79001|68.51001|68.41002|66.92001|71.79006|68.29008|75.51001|70.79002|68.23002|68.29001|68.23005|68.29028|68.49003|68.31002|68.29004|68.31001|68.39001|69.49001|70.77003|69.42001|68.49004|68.51004|69.49005|70.79009|70.79004|68.29034|70.77004|68.29024|71.79001|75.92002|68.29014|68.29013|70.79005|67.4003|68.0004|67.4001|75.93001|75.91001|75.52001|68.23004|68.39003|68.2901|66.92003)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"605","MDCO","OD29","产后/流产后伴除绝育、宫颈扩张和刮宫以外的外阴、阴道及宫颈手术 ","(O90.401|O85xx02|O87.101|O72.303|O72.202|O90.201|O72.302|O99.8022|O91.103|O86.103|O87.002|O08.001|O08.005|O99.8028|O72.301|O08.804|O99.8029|O08.810|O90.101|O08.002|O86.001|O88.301|O08.812|O85xx01|O08.009|O08.007|O87.201|O86.202|O88.001|O88.101|O87.302|O08.202|O08.402|O89.002|O72.203|O08.603|O90.802|O90.002|O86.402|O08.403|O87.902|O87.901|O08.102|O99.5021|O08.401|O87.801|O08.205|O90.805|O08.201|O08.303|O72.201|O08.304|O87.903|O91.205|O08.006|O08.204|085xx05|O85xx04|O90.501|O89.003|O87.802|O86.301|O91.206|O88.302|O08.806|O99.8026|O99.8021|O86.801|O89.004|O08.809|O91.207|O88.201|O90.806|O08.802|O89.101|O90.301|O08.302|O08.808|O86.002|O86.401|O90.803|O86.101|O08.811|O90.001|O08.602|O08.805|O08.003|O87.301|O08.104|O86.102|O08.008|O88.801|O99.8023|O86.201|O91.208|O08.601|O86.403|O99.508|O90.102|085xx03|O88.202|O08.004|O71.201|O08.101|O99.6021|O90.801|O89.901|O99.8024|O91.104|O89.001|O15.202|O99.8027|O89.102|O08.206|O08.203|O99.8025|O87.001|O08.604|085xx02|O85xx01)","(67.39009|70.76001|70.31001|67.32003|67.39008|85.81001|70.29001|67.4004|67.31001|71.29002|67.4005|71.24001|67.33001|70.23001|71.24003|67.51001|69.96001|70.33004|71.22001|67.32011|70.33003|67.32009|70.12001|85.0002|67.2002|75.92001|67.32007|67.11001|70.79006|67.59001|67.3201|67.39004|67.39011|71.22002|85.11001|71.29001|67.12001|70.24001|67.2001|71.23001)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"606","MDCO","OD39","流产，伴宫颈扩张及刮宫、清宫或子宫切开术                      ","(O01.001|O07.901|O03.201|O06.802|O06.901|O05.901|O03.901|O04.201|O04.902|O06.907|O07.301|O06.803|O05.801|O01.901|O06.701|O02.101|O03.701|O04.907|O02.102|O04.905|O06.102|O03.101|O06.201|O07.302|O07.201|O05.802|O04.401|O04.101|O07.402|O04.102|O06.902|O43.806|O02.002|O06.905|O03.801|O04.904|O03.501|O05.804|O05.803|O04.501|O07.401|O06.101|O06.401|O06.903|O04.801|O02.003|O05.201|O03.903|O01.101|O04.601|O04.906|O04.001|O02.001|O04.701|O03.803|O04.301|O03.802|O04.901|O07.001|O06.904|O03.902|O01.902|O03.001|O04.903|O03.401|O07.403|O06.906|O06.801)","(68.29015|75.0002|69.51007|69.01001|69.02003|74.91002|69.51006|74.91001|69.51005|69.52004)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"607","MDCO","OE11","异位妊娠手术，伴重要合并症与伴随病                            ","(O08.103|O00.104|O08.105|O00.001|O00.105|O00.901|O00.806|O00.101|O08.807|O00.111|O00.106|O08.301|O00.102|O00.103|O00.202|O00.107|O00.108|O00.801|O00.802|O00.201|O00.805|O08.801|O00.109|O00.804|O00.110|O00.803)","(66.52001|65.54001|66.61009|66.01006|66.72001|74.3007|66.31001|66.39004|66.79001|65.01002|65.41001|66.8002|66.69001|66.63001|66.01002|66.39006|66.61006|74.3001|66.79003|74.3003|74.3008|68.29036|65.25016|65.49001|65.29002|66.4001|66.92001|66.39002|66.4002|68.29015|66.61011|68.29005|66.39005|68.29037|65.09004|66.73002|65.39001|66.51002|66.02002|68.29018|65.64001|66.73001|66.51001|66.92004|69.49002|68.21001|66.32001|66.21003|65.24001|65.29003|66.02005|54.11001|74.3004|65.31001|74.3005|66.02006|65.01004|65.49002|65.79001|66.62001|66.92002|66.69002|68.49003|65.99004|66.39003|65.52001|65.21001|65.01001|54.11003|65.25004|54.21001|66.62002|66.92003|65.76001|65.25002|66.21001|66.39001|66.61014|66.61004|66.01001|68.29029|65.09003|65.09001|74.3006|65.29004|66.74001|65.62001|66.02003|66.63002|54.12007)","[NULL]","[NULL]","[NULL]","(MCC)","[NULL]","[NULL]","[NULL]"
"608","MDCO","OE15","异位妊娠手术，不伴合并症与伴随病                              ","(O08.103|O00.104|O08.105|O00.001|O00.105|O00.901|O00.806|O00.101|O08.807|O00.111|O00.106|O08.301|O00.102|O00.103|O00.202|O00.107|O00.108|O00.801|O00.802|O00.201|O00.805|O08.801|O00.109|O00.804|O00.110|O00.803)","(66.52001|65.54001|66.61009|66.01006|66.72001|74.3007|66.31001|66.39004|66.79001|65.01002|65.41001|66.8002|66.69001|66.63001|66.01002|66.39006|66.61006|74.3001|66.79003|74.3003|74.3008|68.29036|65.25016|65.49001|65.29002|66.4001|66.92001|66.39002|66.4002|68.29015|66.61011|68.29005|66.39005|68.29037|65.09004|66.73002|65.39001|66.51002|66.02002|68.29018|65.64001|66.73001|66.51001|66.92004|69.49002|68.21001|66.32001|66.21003|65.24001|65.29003|66.02005|54.11001|74.3004|65.31001|74.3005|66.02006|65.01004|65.49002|65.79001|66.62001|66.92002|66.69002|68.49003|65.99004|66.39003|65.52001|65.21001|65.01001|54.11003|65.25004|54.21001|66.62002|66.92003|65.76001|65.25002|66.21001|66.39001|66.61014|66.61004|66.01001|68.29029|65.09003|65.09001|74.3006|65.29004|66.74001|65.62001|66.02003|66.63002|54.12007)","[NULL]","[NULL]","[NULL]","(noCC)","[NULL]","[NULL]","[NULL]"
"609","MDCO","OJ19","与妊娠、生产有关的其他手术操作                                ","[NULL]","(97.71006|73.8001|73.8002|67.39008|38.7003|75.0004|86.06004|75.7001|38.7007|86.06005|69.91001|38.86019|38.86021|38.7004|39.98002|75.0001|98.17001|38.7001|73.8003|98.16001|97.79001|38.8602|38.87002|97.71005|75.1001|39.98001|97.72001|38.7002|67.59001|75.51001|97.79002|75.99002|67.51001|38.87009|38.87008)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"610","MDCO","OR11","阴道分娩，伴重要合并症与伴随病                                ","(O64.002|O80.101|O99.3022|O69.802|O83.001|O66.306|O65.802|O42.901|O61.901|Z37.001|O66.901|O99.8022|O66.304|O62.403|O66.001|O65.301|O68.004|O63.004|O42.111|O60.102|Z37.502|O80.901|O98.2021|O65.804|O81.301|Z37.203|O69.207|O70.004|O99.0021|O63.001|O75.403|O68.102|O99.1023|O65.801|O69.204|O66.501|O62.203|O64.802|O65.501|O66.201|O65.803|O81.101|O99.8028|O68.301|O65.401|O62.204|O81.401|O68.001|O99.1022|O99.3021|O64.003|O75.401|O63.901|O83.801|O70.901|O84.901|O82.101|O70.103|O82.201|O67.003|Z37.301|O98.8022|O99.7021|O66.303|O81.501|O68.302|O75.101|O69.208|O69.101|O64.804|O68.003|O80.001|O42.121|O42.001|Z37.601|O84.101|O62.402|O64.004|O70.104|O98.4021|O82.001|O62.406|O75.201|O62.301|Z37.904|O99.8029|O98.5021|O70.302|O98.1021|O69.501|O63.003|O68.901|O70.101|O31.002|Z37.201|O98.6021|O68.101|O60.302|Z37.902|O67.002|O83.901|O62.405|O69.801|O65.101|O70.007|O64.201|O61.001|O98.0021|O64.502|O83.201|O62.201|O82.801|O75.701|O98.8021|O66.305|O70.102|O67.001|Z37.401|O99.8023|O66.302|O75.901|O62.901|O66.307|O69.503|O70.201|O65.805|O69.209|O60.201|O83.101|O70.001|O84.801|O70.301|O64.803|O61.102|O68.902|O75.804|O69.301|O99.4021|O69.003|O60.301|O69.201|O69.205|O64.202|O67.901|O99.8026|O81.201|O31.001|O84.201|O69.202|O68.002|O63.101|Z37.903|O62.102|O67.004|O84.001|O75.402|O68.201|O70.005|O65.901|O65.902|O66.101|O64.801|O62.001|O69.504|O75.302|O69.502|O70.202|O66.401|O69.206|O60.101|O81.001|O69.901|O75.301|O83.401|Z37.202|O99.1021|O70.203|O64.401|Z37.102|O82.901|Z37.701|Z37.002|O63.002|O64.101|O62.404|O65.201|O70.002|O69.001|O99.6021|O69.203|O99.8021|O83.301|O75.001|Z37.901|O63.102|O99.8024|O62.401|O99.8027|O70.303|O98.3021|O75.801|O70.006|O70.003|O61.002|O62.202|O99.8025|O66.301|O64.301|O64.001|O63.902|O75.803|O65.001|Z37.501|O65.402|O69.210|O68.202|O67.902|O75.802|Z37.101|O61.101|O69.002)","[NULL]","[NULL]","[NULL]","[NULL]","(MCC)","[NULL]","[NULL]","[NULL]"
